,distance,global_stop_id,location_type,parent_station_global_stop_id,route_type,rt_stop_id,stop_code,stop_lat,stop_lon,stop_name,wheelchair_boarding
558,13777,CATAMI:7871,0,,3,1657,1657,42.73372383788413,-84.4778715514053,Gr. River Ave / Division,0
559,6314,CATAMI:9267,0,,3,3315,3315,42.58864548136241,-84.45664759148767,Cedar / Curtis St,0
560,6203,CATAMI:9192,0,,3,5466,5466,42.58054260513962,-84.44320275247205,Jefferson / Maple,0
561,10701,CATAMI:7914,0,,3,5824,5824,42.71174444888468,-84.45373379360066,Mt Hope / Fairlane,0
562,9240,CATAMI:7934,0,,3,2675,2675,42.70748167049445,-84.41027863498965,Dobie / Birchwood Dr,0
563,17019,CATAMI:9918,0,,3,4431,4431,42.7264663227767,-84.55294681301224,St Joseph / Washington,0
564,20679,CATAMI:7683,0,,3,3669,3669,42.73382276312103,-84.60219359458382,Michigan / Waverly Rd,0
565,17645,CATAMI:9070,0,,3,2235,2235,42.74528010419521,-84.53786521098603,Pennsylvania / Porter St,0
566,21965,CATAMI:9963,0,,3,3206,3206,42.74109826463517,-84.61443334434989,Saginaw / Robbins Rd,0
567,18438,CATAMI:8649,0,,3,2230,2230,42.75400351144949,-84.53878251772822,High / Lake Lansing,0
568,6522,CATAMI:9263,0,,3,5470,5470,42.57690035778088,-84.44304986801501,Jefferson / Elm,0
569,14337,CATAMI:8902,0,,3,4759,4759,42.72811207899065,-84.50238702375083,Kalamazoo / Marigold,0
570,17186,CATAMI:10401,0,,3,5586,5586,42.66932350865948,-84.5984883948016,Miller / Coachlight,0
571,15708,CATAMI:10417,0,,3,3456,3456,42.69029565888317,-84.56748882283716,MLK / Pierce Rd,0
572,20509,CATAMI:9995,0,,3,1864,1864,42.74823886809898,-84.5837035684861,Willow / Sunset Ave,0
573,14876,CATAMI:10052,0,,3,3265,3265,42.6996485903723,-84.54810846960729,Cedar St / Crest St,0
574,11025,CATAMI:10245,0,,3,4770,4770,42.64030244143312,-84.53040984540479,Holt Road / Dean,0
575,13890,CATAMI:10376,0,,3,4581,4581,42.669260556236,-84.55600450215292,Miller / Somerset Rd,0
576,11047,CATAMI:9224,0,,3,2736,2736,42.68784051436728,-84.2927644467508,Grand River / McCormick,0
577,8080,CATAMI:7932,0,,3,5382,5382,42.69696861577253,-84.410287628193,Dobie / Kinawa,0
578,18174,CATAMI:8642,0,,3,4871,4871,42.76281685073732,-84.51656930544155,Etc Drive By Bravo,0
579,10609,CATAMI:10259,0,,3,3306,3306,42.63291002827538,-84.52650679514875,Wilcox / Meadow Dr,0
580,18197,CATAMI:9873,0,,3,1774,1774,42.68930640651413,-84.60177091402615,Sumpter / Waverly,0
581,15867,CATAMI:10493,0,,3,1803,1803,42.70104253689232,-84.56133747174239,Washington / Loa St,0
582,16675,CATAMI:10410,0,,3,3450,3450,42.68302015736904,-84.58519644024301,Jolly / Sidney St,0
583,17880,CATAMI:8322,0,,3,3609,3609,42.69800283415834,-84.59196832236928,Deerfield / Holmes Rd,0
584,16581,CATAMI:10338,0,,3,3483,3483,42.70562907060333,-84.56770465971768,MLK / Rundle Ave,0
585,17386,CATAMI:8049,0,,3,3885,3885,42.76071244115226,-84.5026927926649,Lake Lansing Rd / Coolidge,0
586,18728,CATAMI:10702,0,,3,1777,1777,42.69396488585198,-84.60609664483987,Sheffield / Bayview Dr,0
587,13905,CATAMI:8719,0,,3,3933,3933,42.74047773360368,-84.46229532319455,Hagadorn / Burcham Dr,0
588,16656,CATAMI:9831,0,,3,1742,1742,42.73365189225728,-84.53732561878473,Michigan / Pennsylvani,0
589,24759,CATAMI:9974,0,,3,6130,6130,42.74114323065194,-84.65542436524166,Saginaw / Starkweather Dr,0
590,13704,CATAMI:10377,0,,3,4582,4582,42.66924256982929,-84.55358533045045,Miller / Annapolis Dr,0
591,8896,CATAMI:7933,0,,3,3985,3985,42.70437002213364,-84.41026964178629,Dobie / Hatch Rd,0
592,22957,CATAMI:8510,0,,3,4552,4552,42.7739954025075,-84.5914467165747,W Circle Dr / Hangar Dr,0
593,11237,CATAMI:10274,0,,3,4453,4453,42.65201159220124,-84.52961844350955,Cedar / Delhi Commerce Dr,0
594,19768,CATAMI:9945,0,,3,1824,1824,42.74836477294595,-84.5711940226194,Willow / Glenrose Ave,0
595,11875,CATAMI:10277,0,,3,4454,4454,42.65759637148465,-84.53548201209696,Cedar / Just A Mere,0
596,14381,CATAMI:7969,0,,3,3965,3965,42.75387760660252,-84.41097111164798,Lake Lansing / Cypress St,0
597,15398,CATAMI:10367,0,,3,4578,4578,42.66781265049585,-84.57623920970151,Balfour Dr. / Miller,0
598,12270,CATAMI:10573,0,,3,42,42,42.62395279773386,-84.54725411528857,Windmill Mobile Park,0
599,11477,CATAMI:10256,0,,3,3300,3300,42.63295499429215,-84.53713676151428,Wilcox / Laurelwood Dr,0
600,22817,CATAMI:9967,0,,3,1845,1845,42.7454419818556,-84.62300386714713,Mall Dr W after Elmwood Rd,0
601,14330,CATAMI:10092,0,,3,4459,4459,42.69072733264421,-84.54790162593012,Cedar / Jessop Ave,0
602,18210,CATAMI:8650,0,,3,4890,4890,42.75133253005308,-84.53880050413494,High St / North,0
603,13943,CATAMI:10646,0,,3,175,175,42.73357994663045,-84.48237714628611,MSU Union,0
604,16641,CATAMI:10399,0,,3,4743,4743,42.66925156303264,-84.59156362821831,Miller / Wise,0
605,18068,CATAMI:8778,0,,3,5919,5919,42.71204122459539,-84.5837215548928,Mt Hope / Pleasant Grove,0
606,24565,CATAMI:9979,0,,3,6135,6135,42.72901139932614,-84.66212430174107,Canal / Williamsburg Rd,0
607,22975,CATAMI:8009,0,,3,3768,3768,42.76582058065787,-84.60268822076836,Waverly / Wilson Ave,0
608,14172,CATAMI:8072,0,,3,2535,2535,42.7366016629577,-84.48078534929229,Mac / Linden,0
609,16182,CATAMI:10412,0,,3,3452,3452,42.68302015736904,-84.57864039499727,Jolly / Hughes Rd,0
610,13753,CATAMI:10291,0,,3,2181,2181,42.69264288495881,-84.53796413622293,Pennsylvania / Maplehill,0
611,15865,CATAMI:10799,0,,3,1738,1738,42.73367887186735,-84.52282857497659,Michigan / Clemens Ave,0
612,16388,CATAMI:10422,0,,3,3461,3461,42.70287715037672,-84.56729097236335,MLK / Dunlap St,0
613,15734,CATAMI:10198,0,,3,2490,2490,42.7251892879003,-84.532999887971,Holmes / Malcolm X,0
614,14408,CATAMI:10534,0,,3,6180,6180,42.68289425252207,-84.5547904197,Jolly / Ora,0
615,10263,CATAMI:10149,0,,3,5795,5795,42.67303770164506,-84.50435653528555,English Oak / Pinetree,0
616,12614,CATAMI:10232,0,,3,4383,4383,42.67085235322982,-84.538269905137,Pennsylvania Pastandrew Jackson,0
617,16983,CATAMI:9014,0,,3,3704,3704,42.7487155078768,-84.51889854511047,Hayford / Hopkins Ave,0
618,11064,CATAMI:9298,0,,3,5596,5596,42.68774158913038,-84.29238673220989,Grand River / McCormick,0
619,14844,CATAMI:8933,0,,3,1730,1730,42.73373283108748,-84.5024319897676,Michigan / Friendship Cir,0
620,17651,CATAMI:9888,0,,3,1788,1788,42.68755273185992,-84.59552963089783,Ronald / Atlanta Pl,0
621,15948,CATAMI:8956,0,,3,3865,3865,42.7534639192482,-84.48379807241619,Abbot / Rampart Way,0
622,17992,CATAMI:9872,0,,3,1773,1773,42.68930640651413,-84.59905496661295,Sumpter / Anson,0
623,18835,CATAMI:9880,0,,3,1781,1781,42.6891535220571,-84.61031445721333,Seaway / Glenburne Blvd,0
624,18007,CATAMI:10433,0,,3,3037,3037,42.73263566027818,-84.56166122706317,Allegan St / S Sycamore St,0
625,16996,CATAMI:10207,0,,3,4360,4360,42.73709628914222,-84.53842278959402,Shiawassee / Pennsylvania,0
626,18889,CATAMI:10703,0,,3,1778,1778,42.69347925287082,-84.60853380294905,Sheffield / Blue River,0
627,18531,CATAMI:8776,0,,3,3618,3618,42.7120592110021,-84.59037652537545,W Mt Hope / Bedford Dr,0
628,11918,CATAMI:10254,0,,3,1940,1940,42.62793678682009,-84.54290140486478,Eifert / Valley Brook Rd,0
629,15429,CATAMI:10683,0,,3,1684,1684,42.7334900145969,-84.51475267836386,Michigan / Mifflin Ave,0
630,19031,CATAMI:9879,0,,3,1780,1780,42.69157269375957,-84.6115375328696,Seaway / Sheffield Blvd,0
631,10994,CATAMI:9798,0,,3,3091,3091,42.72170891820194,-84.42485661762798,Gr. River / Mall Entrance,0
632,16544,CATAMI:10350,0,,3,3495,3495,42.68312807580929,-84.58340679277538,Jolly / Richmond St,0
633,12012,CATAMI:10249,0,,3,1936,1936,42.63763146003671,-84.54309026213524,Eifert / Deer Run Ln,0
634,10420,CATAMI:9225,0,,3,2738,2738,42.68805635124779,-84.30314260342237,Grand River / Corwin Rd,0
635,12711,CATAMI:10067,0,,3,5678,5678,42.66567226809738,-84.54244275149368,Edgewood / Cedar,0
636,17632,CATAMI:9033,0,,3,3728,3728,42.7557571861037,-84.51907840917758,Tulane / Hayford Ave,0
637,13998,CATAMI:10058,0,,3,1913,1913,42.68429719224544,-84.54816242882742,Cedar / E Syringa Dd,0
638,18070,CATAMI:8788,0,,3,3608,3608,42.70162709511038,-84.59201328838606,Deerfield / Dunlap St,0
639,6315,CATAMI:9189,0,,3,5468,5468,42.58819582119467,-84.45615296530315,Cedar / Curtis,0
640,25600,CATAMI:10020,0,,3,6144,6144,42.73417349805187,-84.67272728849653,Marketplace / LAFCU,0
641,6589,CATAMI:9194,0,,3,5463,5463,42.57625284713932,-84.44322073887875,Jefferson / Cherry,0
642,12403,CATAMI:10179,0,,3,3385,3385,42.68689622801501,-84.52335018077117,Aurelius / Irene St,0
643,16798,CATAMI:9891,0,,3,3159,3159,42.68663542511772,-84.58469282085514,Reo Rd / Sidney St,0
644,9698,CATAMI:7935,0,,3,4615,4615,42.71162753724106,-84.41029662139636,Dobie / Forest Hills,0
645,18287,CATAMI:8686,0,,3,4694,4694,42.7645165661714,-84.51549012103897,Drive South of Ncg,0
646,9208,CATAMI:9158,0,,3,3984,3984,42.70718489478373,-84.41043151944667,Dobie / Birchwood Dr,0
647,13507,CATAMI:9609,0,,3,3393,3393,42.70465780464099,-84.5218483158109,Forest Rd / Aurelius Rd,0
648,8991,CATAMI:9174,0,,3,2696,2696,42.70158212909361,-84.43229399680251,Okemos / Sower Blvd,0
649,15490,CATAMI:10415,0,,3,6081,6081,42.68597892127281,-84.56747982963381,MLK / Vincent Ct,0
650,13557,CATAMI:9632,0,,3,2002,2002,42.70456787260745,-84.52275662934974,Forest / Aurelius Rd,0
651,17595,CATAMI:9870,0,,3,4418,4418,42.6872379697425,-84.59497205228982,Atlanta / Ronald St,0
652,10822,CATAMI:9600,0,,3,6086,6086,42.68734588818275,-84.49878974240886,Collins / Dunckel,0
653,17299,CATAMI:9049,0,,3,3742,3742,42.7436253547779,-84.53398914034005,Oakland / Cleveland St,0
654,10315,CATAMI:10263,0,,3,3321,3321,42.62961851584747,-84.52320628951749,Aurelius / Doncaster,0
655,15160,CATAMI:10370,0,,3,4705,4705,42.66512368269273,-84.57434164379362,Haag / Georgetown,0
656,18023,CATAMI:10356,0,,3,3501,3501,42.68262445642142,-84.60314687413945,Waverly / Jolly Rd,0
657,18512,CATAMI:10005,0,,3,4342,4342,42.74062162485735,-84.56001547084921,Pine / Saginaw St,0
658,16880,CATAMI:10504,0,,3,4215,4215,42.76275389831384,-84.48378008600949,25 East Apartments,0
659,7562,CATAMI:10652,0,,3,133,133,42.56701682729381,-84.44572084941142,Mason Meijer,0
660,15385,CATAMI:8893,0,,3,5885,5885,42.73663763577112,-84.5082595855416,Clippert / Vine,0
661,15050,CATAMI:10191,0,,3,4795,4795,42.72312984433202,-84.52388977297247,Regent / Malcolm X,0
662,10490,CATAMI:10150,0,,3,5796,5796,42.67296575601823,-84.50763905451011,English Oak / Spanish Oak,0
663,18550,CATAMI:8331,0,,3,4763,4763,42.72440687920842,-84.57930589204554,William / Buffalo,0
664,17634,CATAMI:8783,0,,3,3604,3604,42.70529632207919,-84.58311001706467,Victor / Pleasant Grove Rd,0
665,18549,CATAMI:9875,0,,3,1776,1776,42.69417172952915,-84.60356056149378,Sheffield Blvd / Waverly Rd,0
666,6188,CATAMI:9264,0,,3,5471,5471,42.58063253717317,-84.44305886121836,Jefferson / Maple,0
667,15919,CATAMI:10418,0,,3,3457,3457,42.6943605867996,-84.56744385682039,MLK / Le Grand Dr,0
668,16656,CATAMI:10208,0,,3,4361,4361,42.73318424568283,-84.537991115833,Pennsylvania / Michigan,0
669,18424,CATAMI:9091,0,,3,5949,5949,42.77312306178207,-84.49801632692034,Coleman / Beaumont,0
670,17478,CATAMI:10360,0,,3,5584,5584,42.66921559021922,-84.60225654700731,Miller / Waverly,0
671,15844,CATAMI:10343,0,,3,5600,5600,42.69275080339907,-84.56760573448078,MLK / Hillcrest St,0
672,10457,CATAMI:9178,0,,3,2864,2864,42.71187934693501,-84.44601762512214,Mt Hope / Comanche Dr,0
673,13736,CATAMI:7952,0,,3,2600,2600,42.7388769434065,-84.46214243873752,Hagadorn / Snyder Rd,0
674,17762,CATAMI:9871,0,,3,1772,1772,42.68862292305916,-84.59638398521655,Stillwell / Jerree St,0
675,11827,CATAMI:10255,0,,3,3299,3299,42.63299996030892,-84.54143551271792,Wilcox / Eifert Rd,0
676,6187,CATAMI:9191,0,,3,4032,4032,42.5811451497644,-84.4439491883505,Sycamore / Park St,0
677,13735,CATAMI:10060,0,,3,1916,1916,42.679117107113,-84.5481444424207,Cedar / Armstrong Rd,0
678,18378,CATAMI:9874,0,,3,4422,4422,42.69135685687905,-84.60298499647907,Waverly / Lochmoor Dr,0
679,17713,CATAMI:10358,0,,3,4572,4572,42.67431473652147,-84.60312888773274,Waverly / Old Farm Ln,0
680,12584,CATAMI:10135,0,,3,3368,3368,42.69777800407447,-84.5150044880578,Stoneleigh / Wabash Rd,0
681,19510,CATAMI:8993,0,,3,4710,4710,42.71419959340057,-84.6025803023281,Old Lansing / Waverly,0
682,11566,CATAMI:10159,0,,3,3384,3384,42.68297519135226,-84.51459979390683,Jolly / Dunckel Rd,0
683,13592,CATAMI:10086,0,,3,3337,3337,42.67691377229104,-84.54766780264289,Cedar / Northrup St,0
684,6513,CATAMI:9266,0,,3,3313,3313,42.58293479723203,-84.4527715208417,Cedar / Columbia St,0
685,18925,CATAMI:8774,0,,3,3617,3617,42.71206820420546,-84.59597929106558,Mt Hope after Medbury Ave,0
686,12433,CATAMI:9669,0,,3,5601,5601,42.71122284309009,-84.4939513990039,Harrison Road / Mt Hope,0
687,18288,CATAMI:8777,0,,3,3619,3619,42.7120592110021,-84.58687816927039,Mt Hope / Edwin Pl,0
688,17770,CATAMI:8147,0,,3,5946,5946,42.76440864773114,-84.50333131010309,Coolidge / Abbey,0
689,10418,CATAMI:10148,0,,3,5724,5724,42.67743537808563,-84.50275574508838,Patient Care / Pine Tree,0
690,18354,CATAMI:8324,0,,3,4712,4712,42.69769706524428,-84.598650272462,Holmes / Berwick,0
691,15750,CATAMI:9129,0,,3,3844,3844,42.75155736013695,-84.48357324233231,Abbot / Woodland Pass,0
692,17665,CATAMI:10354,0,,3,3499,3499,42.68318203502943,-84.59816463948083,Jolly / Conners Ave,0
693,7427,CATAMI:7929,0,,3,5813,5813,42.69104209476163,-84.41031460780307,Dobie / Sashabaw,0
694,18584,CATAMI:8333,0,,3,2292,2292,42.72716779263838,-84.57697665237662,Everett / W St Joseph St,0
695,14490,CATAMI:10686,0,,3,1690,1690,42.73324719810631,-84.49577701928496,Michigan / Brody Rd W,0
696,13274,CATAMI:9302,0,,3,5639,5639,42.68370364082401,-84.25607217706268,Grand River / Sky Way,0
697,14918,CATAMI:10372,0,,3,4744,4744,42.66922458342258,-84.56940437515176,Miller / Winterset,0
698,10566,CATAMI:10147,0,,3,5815,5815,42.67974663134784,-84.50280071110515,Patient Care / Pinetree,0
699,22416,CATAMI:10036,0,,3,1851,1851,42.74105329861839,-84.62125019249292,Saginaw / Elmwood Dr,0
700,18068,CATAMI:8785,0,,3,5719,5719,42.70532330168926,-84.58920740893932,Victor / Bedford,0
701,16194,CATAMI:8938,0,,3,2461,2461,42.74786115355808,-84.50342124213665,Coolidge / Lakeside Dr,0
702,13196,CATAMI:9503,0,,3,4753,4753,42.71721231652447,-84.49871779678202,Middlevale / N Crescent,0
703,18222,CATAMI:9064,0,,3,4511,4511,42.75170125139063,-84.53843178279739,North / High St,0
704,10503,CATAMI:10243,0,,3,41,41,42.64026646861971,-84.52396171859931,Holt / Aurelius,0
705,23040,CATAMI:10033,0,,3,1847,1847,42.74093638697478,-84.63063010359211,Saginaw / Mall Dr,0
706,18847,CATAMI:10611,0,,3,80,80,42.75169225818728,-84.55023086559905,North / Turner,0
707,10696,CATAMI:9179,0,,3,4621,4621,42.7118613605283,-84.45329312663627,Mt Hope / Hawthorne Lane,0
708,12864,CATAMI:10183,0,,3,4854,4854,42.69641103716452,-84.52092201586534,Provincial House / Aurelius,0
709,15843,CATAMI:8921,0,,3,1995,1995,42.72996467888176,-84.52814355815934,Kalamazoo / Lathrop St,0
710,13018,CATAMI:9356,0,,3,2918,2918,42.72517130149359,-84.47949932121253,S Shaw / Farm,0
711,14371,CATAMI:8616,0,,3,1726,1726,42.73435336211897,-84.49076780501626,Michigan Ave / Louis St,0
712,10961,CATAMI:10258,0,,3,3305,3305,42.63294600108879,-84.53081453955576,Wilcox / Foxwood Dr,0
713,12822,CATAMI:10283,0,,3,3522,3522,42.67558277819451,-84.53807205466319,Pennsylvania / Keystone Av,0
714,10434,CATAMI:9229,0,,3,5499,5499,42.71835445335055,-84.40949622629778,Central Park / Grand River,0
715,16119,CATAMI:10420,0,,3,3459,3459,42.69823665744558,-84.56725499954993,MLK / Holmes Rd,0
716,15567,CATAMI:10345,0,,3,3490,3490,42.68719300372572,-84.56771365292103,MLK / Reo Rd,0
717,11546,CATAMI:10247,0,,3,4772,4772,42.64035640065325,-84.53683998580357,Holt Rd. / Wyndam Hills,0
718,15137,CATAMI:10371,0,,3,4563,4563,42.66837922230721,-84.57264192835953,Haag / Miller,0
719,14090,CATAMI:10090,0,,3,1976,1976,42.68633864940701,-84.54793759874354,Cedar / Cedar Ct,0
720,17373,CATAMI:9889,0,,3,1789,1789,42.68668938433785,-84.59233704370683,Reo / Wainwright Ave,0
721,17605,CATAMI:10403,0,,3,5588,5588,42.67147288426131,-84.60296701007235,Waverly / Bridgeport,0
722,17819,CATAMI:8779,0,,3,5920,5920,42.71203223139204,-84.58010628714412,Mt Hope / Pleasant Grove,0
723,10873,CATAMI:9297,0,,3,4007,4007,42.68771460952031,-84.29538146892708,Grand River / Wint St,0
724,15777,CATAMI:10785,0,,3,1681,1681,42.73350800100361,-84.52143462845657,Michigan / Clemens Ave,0
725,15238,CATAMI:10369,0,,3,4704,4704,42.66428731478072,-84.57569062429685,Georgetown / Balfour,0
726,16768,CATAMI:10337,0,,3,3481,3481,42.70849790247355,-84.56789351698814,MLK / Gordon Ave,0
727,11873,CATAMI:10566,0,,3,6106,6106,42.6774803441024,-84.52362897007517,Aurelius / Storage Sense,0
728,15207,CATAMI:9768,0,,3,4636,4636,42.73464114462633,-84.5082595855416,Clippert St / E Michigan,0
729,19312,CATAMI:8417,0,,3,3653,3653,42.73733011242945,-84.5772374552739,Verlinden / Shiawassee St,0
730,25843,CATAMI:9750,0,,3,6143,6143,42.73856218128908,-84.67282621373344,Marketplace / Saginaw Hwy,0
731,15481,CATAMI:9613,0,,3,6085,6085,42.7120592110021,-84.54488890280622,Mt Hope / Ray,0
732,19216,CATAMI:8098,0,,3,2797,2797,42.76062250911872,-84.54273952720439,N East / Banghart,0
733,13795,CATAMI:10109,0,,3,5543,5543,42.68102366622424,-84.54767679584626,Fia Entrance Off Cedar,0
734,16047,CATAMI:9625,0,,3,6090,6090,42.71193330615513,-84.55378318092424,Mt. Hope / Washington,0
735,15871,CATAMI:10046,0,,3,3258,3258,42.71615111852859,-84.5464896930034,Cedar / Baker St,0
736,12218,CATAMI:10178,0,,3,4851,4851,42.68379357285756,-84.52339514678795,Aurelius / Jolly,0
737,17887,CATAMI:10355,0,,3,5638,5638,42.68320002143614,-84.60106944416447,Jolly / Waverly Road,0
738,16256,CATAMI:10421,0,,3,3460,3460,42.70062884953798,-84.56728197916,MLK / Southland Ave,0
739,15520,CATAMI:10796,0,,3,1735,1735,42.73369685827406,-84.5161825976973,Michigan / Kipling Blvd,0
740,11798,CATAMI:10237,0,,3,5646,5646,42.65675101036929,-84.53485248786212,Cedar / Just-A-Mere,0
741,14194,CATAMI:8122,0,,3,4697,4697,42.73098091086087,-84.49386146697036,Harrison / Kalamazoo,0
742,15590,CATAMI:10366,0,,3,4577,4577,42.6691796174058,-84.57809180959262,Miller / Woodgate Dr,0
743,17773,CATAMI:9069,0,,3,3580,3580,42.7468179419689,-84.53784722457931,Pennsylvania / Grand River,0
744,12713,CATAMI:10694,0,,3,1697,1697,42.72908334495298,-84.46140499606241,Gr. River Ave / S Hagadorn,0
745,11786,CATAMI:10565,0,,3,4469,4469,42.68284029330194,-84.51795425875821,Jolly Rd / Five Oaks Dr,0
746,22682,CATAMI:8508,0,,3,2421,2421,42.77240360551367,-84.58882969439841,Capitol City / Commerce Dr,0
747,13373,CATAMI:10227,0,,3,4378,4378,42.68587100283255,-84.53821594591686,Pennsylvania / Kendon Dr,0
748,14832,CATAMI:10075,0,,3,6118,6118,42.69335334802385,-84.55291983340217,Stabler / Rouse,0
749,15742,CATAMI:10413,0,,3,3453,3453,42.68302015736904,-84.5727498467998,Jolly / Tressa Dr,0
750,12715,CATAMI:10082,0,,3,4388,4388,42.6650697234726,-84.54281147283123,Edgewood / Amwood,0
751,17109,CATAMI:9896,0,,3,1796,1796,42.69683371772221,-84.5821657307124,Pleasant Grove / Holmes,0
752,18673,CATAMI:8341,0,,3,2240,2240,42.73731212602274,-84.56688627821238,Shiawassee / MLK,0
753,16426,CATAMI:8910,0,,3,5683,5683,42.72995568567841,-84.53848574201751,Kalamazoo / Pennsylvania,0
754,13749,CATAMI:7961,0,,3,4606,4606,42.74747444581381,-84.41971250530896,Boise Isle / Haslett Rd,0
755,18579,CATAMI:9939,0,,3,1817,1817,42.74387716447184,-84.55677791764144,Walnut / Oakland Ave,0
756,18529,CATAMI:8144,0,,3,6002,6002,42.77326695303575,-84.50048046463958,Coleman / Hamlet,0
757,13513,CATAMI:9518,0,,3,5687,5687,42.72660122082702,-84.48777306829906,Chestnut / Shaw,0
758,16608,CATAMI:9860,0,,3,5716,5716,42.69761612641408,-84.57463841950432,Holmes / Express Dr.,0
759,6384,CATAMI:9268,0,,3,4865,4865,42.59119955111521,-84.46041574369337,Cedar / Kern,0
760,10089,CATAMI:7916,0,,3,5381,5381,42.71181639451152,-84.43286956181723,Mt Hope / Seminole,0
761,15884,CATAMI:9855,0,,3,1756,1756,42.70024214179372,-84.5622727648913,Washington / Hodge Ave,0
762,13114,CATAMI:10286,0,,3,3524,3524,42.68129346232489,-84.53809903427326,Pennsylvania / Willema St,0
763,18016,CATAMI:10406,0,,3,3446,3446,42.68275036126839,-84.60299398968242,Waverly / Jolly,0
764,17925,CATAMI:10405,0,,3,3445,3445,42.68041212839611,-84.60298499647907,Waverly / Hartford Rd,0
765,17358,CATAMI:10334,0,,3,3476,3476,42.71779687474255,-84.567839557768,MLK / Pulaski St,0
766,17497,CATAMI:8780,0,,3,5996,5996,42.7112408294968,-84.57610431165118,Boston Blvd / Mount Hope,0
767,13248,CATAMI:10533,0,,3,4866,4866,42.68308310979252,-84.53862064006783,Jolly / Penn,0
768,13963,CATAMI:7962,0,,3,2647,2647,42.74933603890828,-84.42053988001763,Lacdumont / Bois Isle,0
769,17465,CATAMI:9622,0,,3,6088,6088,42.71200525178197,-84.57495318162175,Mt. Hope / Boston,0
770,17457,CATAMI:8640,0,,3,2365,2365,42.76081136638917,-84.50417667121846,Lake Lansing / Coolidge Rd,0
771,16227,CATAMI:10340,0,,3,3485,3485,42.69994536608301,-84.56741687721032,MLK / Southland Ave,0
772,13140,CATAMI:8117,0,,3,4523,4523,42.72607961503244,-84.48033568912454,Shaw / Red Cedar Rd,0
773,17953,CATAMI:8344,0,,3,5752,5752,42.73722219398919,-84.5549702837671,Shiawassee / Seymour,0
774,17667,CATAMI:8090,0,,3,3552,3552,42.74760934386413,-84.534519739338,Vermont / Grand River Av,0
775,14581,CATAMI:10054,0,,3,1909,1909,42.69466635571367,-84.54821638804755,Cedar / E Rouse St,0
776,18457,CATAMI:8143,0,,3,5944,5944,42.77323997342568,-84.49861887154512,Coleman / Beaumont Park,0
777,12287,CATAMI:10234,0,,3,3277,3277,42.6629743070909,-84.53829688474706,Pennsylvania / Pierpoint,0
778,15333,CATAMI:10543,0,,3,9,9,42.73709628914222,-84.50629906721022,Frandor Center,0
779,9833,CATAMI:9227,0,,3,2740,2740,42.71216712944236,-84.37757934759112,Grand River Ave / Spruce Rd,0
780,13899,CATAMI:9112,0,,3,2843,2843,42.73010857013544,-84.4891040623956,Kalamazoo / Dem Hall Dr,0
781,15914,CATAMI:9908,0,,3,1807,1807,42.70798528988232,-84.55570772644221,Washington / Rockford R,0
782,15445,CATAMI:10346,0,,3,3491,3491,42.68455799514273,-84.56778559854787,MLK / Briarfield Dr,0
783,14627,CATAMI:10373,0,,3,4580,4580,42.66923357662593,-84.56563622294604,Miller / Southbrook,0
784,20479,CATAMI:9468,0,,3,5929,5929,42.72667316645386,-84.60592577397613,St Joseph / Waverly,0
785,13819,CATAMI:8711,0,,3,2931,2931,42.7470967312729,-84.42836396693642,Haslett / N Okemos Rd,0
786,19951,CATAMI:7686,0,,3,3672,3672,42.73377779710425,-84.59115893406734,Michigan / Brynford Ave,0
787,13914,CATAMI:8699,0,,3,3949,3949,42.74981267868609,-84.40839905548847,Marsh / Lake Rd,0
788,14716,CATAMI:10390,0,,3,4561,4561,42.66932350865948,-84.5667423869587,Miller / Daft St,0
789,16812,CATAMI:9307,0,,3,5472,5472,42.66284840224393,-84.1983627911341,M-52 / Highview Rd,0
790,17857,CATAMI:8784,0,,3,3605,3605,42.70530531528255,-84.58624864503554,Victor / Viking St,0
791,13778,CATAMI:10116,0,,3,5647,5647,42.68309210299588,-84.54598607361552,Jolly / Cedar,0
792,17125,CATAMI:9863,0,,3,1763,1763,42.69694163616246,-84.58230962196609,Pleasant Grove / Holmes Rd,0
793,13944,CATAMI:8709,0,,3,4610,4610,42.7491921476546,-84.42026109071362,Lacdumont / Bois Isle,0
794,16605,CATAMI:10423,0,,3,3462,3462,42.70639349288849,-84.56739889080362,MLK / Rundle Ave,0
795,19259,CATAMI:10001,0,,3,1871,1871,42.7487155078768,-84.56194001636717,Willow / Christopher St,0
796,17584,CATAMI:10407,0,,3,3447,3447,42.68307411658917,-84.59715740070507,Jolly / Wexford Rd,0
797,12192,CATAMI:10499,0,,3,6083,6083,42.70325486491762,-84.50157763544888,McLaren Drive / Collins,0
798,12815,CATAMI:10068,0,,3,5679,5679,42.66500677104911,-84.54414246692777,Edgewood / Amwood,0
799,18181,CATAMI:9687,0,,3,6119,6119,42.76078438677911,-84.52094899547541,Lake Lansing / Wood,0
800,10237,CATAMI:10260,0,,3,1946,1946,42.62918684208643,-84.52227099636858,Doncaster / Aurelius Rd,0
801,12830,CATAMI:10064,0,,3,3275,3275,42.66916163099909,-84.54212798937625,Miller / S Cedar St,0
802,15191,CATAMI:10050,0,,3,1905,1905,42.70463082503093,-84.54809048320058,Cedar / E Greenlawn Ave,0
803,18235,CATAMI:9885,0,,3,1785,1785,42.68919848807387,-84.60234647904086,Sumpter / Waverly Rd,0
804,12815,CATAMI:9269,0,,3,5928,5928,42.66810942620656,-84.54251469712052,Meijer S Penn Bc West Side,0
